sample_name	altitude	altitude_m	anonymized_name	collection_timestamp	country	cultivar	daily_high	daily_low	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	growth_data	growth_stage	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	perturbation	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	weather_conditions	weekly_ave_high	weekly_ave_low
1642.MS00514	0	0.0	MS00514	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00514	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00514	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00515	0	0.0	MS00515	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00515	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00515	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00516	0	0.0	MS00516	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00516	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00516	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00517	0	0.0	MS00517	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00517	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00517	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00518	0	0.0	MS00518	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00518	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00518	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00519	0	0.0	MS00519	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00519	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00519	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00520	0	0.0	MS00520	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00520	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00520	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00521	0	0.0	MS00521	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00521	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00521	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00522	0	0.0	MS00522	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00522	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00522	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00523	0	0.0	MS00523	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00523	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00523	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00524	0	0.0	MS00524	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00524	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00524	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00525	0	0.0	MS00525	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00525	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00525	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00526	0	0.0	MS00526	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00526	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00526	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00527	0	0.0	MS00527	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00527	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00527	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00528	0	0.0	MS00528	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00528	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00528	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00529	0	0.0	MS00529	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00529	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00529	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00530	0	0.0	MS00530	2011-07-27	GAZ:Japan	93-11	28	22	0	Not applicable	rhizosphere 93-11 MS00530	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00530	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00531	0	0.0	MS00531	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00531	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00531	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00532	0	0.0	MS00532	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00532	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00532	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00533	0	0.0	MS00533	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00533	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00533	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00534	0	0.0	MS00534	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00534	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00534	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00535	0	0.0	MS00535	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00535	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00535	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00536	0	0.0	MS00536	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00536	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00536	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00537	0	0.0	MS00537	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00537	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00537	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00538	0	0.0	MS00538	2011-07-27	GAZ:Japan	kasalath	28	22	0	Not applicable	rhizosphere kasalath MS00538	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00538	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
